,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
23,0.23143905,-0.61289054,0.388098,0.31004667,0.20503135,0.15189548,0.3401458,0.13465519,-0.52448183,-0.23429243,0.39055383,0.16727456,0.12384716,-0.13725209,0.79360884,-0.48140287,-0.13482605,0.3448189,0.1054948,0.27832562,0.061054435,0.28621206,0.14136986,-0.5743249,0.016109759,0.47521234,-0.22329983,0.52730864,-0.00852477,-0.022241158,0.036093,0.21030833,-0.30067816,-0.49201518,-0.32225555,0.27247205,0.10333917,0.11378694,0.2520597,-0.18797326,-0.08722589,-0.044702664,-0.5247972,0.05517532,0.2742659,-0.05005629,0.09602412,0.10158891,0.20438814,0.36525655,-0.24300592,-0.09939005,-0.40569088,0.19314855,-0.25121924,0.277709,0.1887313,-0.5293221,-0.57062244,-0.222858,-0.23215026,0.14919071,-0.17704824,0.25483793
25,-0.03822773,-0.14810868,0.55539507,-0.06100879,0.018941967,-0.094017565,-0.12578277,0.54076236,-0.22714166,-0.05107649,-0.009220728,-0.097671695,-0.029328883,0.17449264,-0.0009020852,0.660243,-0.20591,0.23075539,0.023984361,0.20545581,0.82752025,0.12559554,0.10324127,0.077853374,0.20809121,0.38897872,-0.41650328,-0.6593461,-0.42239505,0.1299874,0.17053594,-0.17385451,0.0882508,-0.61370814,-0.029711155,0.33360654,-0.64099187,-0.08738258,0.4065298,-0.25908533,-0.2776632,-0.26958495,-0.40241498,-0.15879527,0.30045825,-0.12885436,-0.5704572,-0.08099938,-0.2743779,0.110680066,-0.15130045,-0.5067492,-0.5410918,0.021035552,0.2290589,-0.03053221,0.33666888,-0.13133378,-0.28295505,-0.06639891,-0.19524215,-0.5052877,-0.06974199,0.173556
26,0.47947127,0.18563661,0.13113277,0.56760585,0.17064038,0.21500832,0.1492345,-0.09183507,0.17140403,-0.30715653,-0.16255575,-0.49282044,-0.21115685,-0.18249603,0.039257098,0.3709631,-0.35463944,-0.010785532,-0.25975707,-0.16388461,0.35691723,0.09195499,-0.14659044,-0.6338054,-0.19849047,0.18211374,0.023979217,-0.0067688394,0.21014477,-0.04313507,-0.20351383,0.20824957,-0.38773927,-0.3442501,-0.3314805,0.6750595,0.12018241,0.5563746,0.06027448,0.27820858,0.080686554,0.072547615,-0.3170972,0.4192592,0.10002516,-0.0893896,0.044611495,-0.40352952,0.17564942,0.016728254,0.42209092,-0.01174373,-0.07404651,0.30762434,0.41252446,-0.0801057,0.16313213,-0.41791895,0.3101731,-0.01066052,0.3525562,-0.26748693,0.39112225,-0.081740834
29,0.39158615,-0.24992698,0.061689265,0.07310785,-0.07322485,-0.19316706,0.14241803,-0.020282947,-0.3012187,0.15376836,0.39518276,0.21238866,0.070120804,0.19966877,-0.12715375,-0.014791805,-0.22973341,-0.7381066,0.44213194,0.028027339,0.347783,0.17320669,0.3917223,-0.42934206,-0.36047232,0.044190817,-0.057298012,-0.30216756,-0.30841586,-0.56926554,0.6566773,-0.4184114,-0.5891145,-0.11568494,0.041875307,0.06369839,-0.025176965,0.10960562,0.18008858,0.010228898,0.027518954,0.29993942,-0.07333109,-0.17293945,0.4098916,0.3110006,0.05568394,-0.39440918,-0.071700156,0.23883897,0.44389352,-0.4936767,-0.0019066941,0.17277175,-0.07887702,-0.16601841,0.4754543,-0.6453521,0.07923402,-0.30370283,0.016077194,-0.5855055,0.14658116,0.27559543
31,0.13235234,0.019770129,0.09707834,0.34748757,0.15207687,-0.3100457,-0.26878533,0.31128222,-0.5024988,-0.04678158,0.110144235,-0.5729787,-0.9158713,-0.17583637,0.2033226,-0.026719594,0.15552457,0.21944901,0.3410282,0.51901025,0.21346359,0.44453853,0.31240574,-0.6172302,0.32600707,-0.35437778,0.1026618,0.076613955,0.07715437,0.37111324,0.007555736,-0.1975472,-0.2112094,-0.11447383,0.4499594,-0.14610027,0.07328655,-0.10861558,0.19581786,0.18543756,0.32972142,0.19839163,-0.56620383,0.32014823,0.27905726,-0.21299481,-0.22043209,0.0758207,-0.13953677,0.07770506,-0.005404688,-0.117399365,0.06635522,0.061957028,0.4994515,0.27284703,-0.120988905,-0.4143704,-0.34574857,0.1339166,-0.16266237,-0.3219709,-0.058055487,-0.386413
35,0.2441372,-0.048805695,0.11937815,-0.047174577,0.0976018,-0.67505217,0.11946672,0.3591814,-0.2514714,-0.12952936,0.7593851,-0.27643108,-0.30579394,0.1542585,0.1128487,0.47537905,-0.3851594,-0.059989702,-0.057835698,0.3061429,-0.38576224,0.4517149,0.08092303,0.004178917,0.061011724,0.027513027,-0.5777703,0.41190442,-0.33263272,0.057367902,-0.38087153,-0.12471244,0.30763176,-0.45645216,-0.79748404,0.022003056,0.005094911,-0.0912792,0.49015749,0.7078751,-0.08042306,-0.2980673,0.13656256,0.03158274,0.33882383,0.013014487,-0.07731168,0.2520123,-0.26938102,-0.3094811,0.0818538,-0.1530711,-0.057911243,-0.112373345,-0.070403226,-0.16198035,0.2995382,-0.6961276,0.12225662,0.16407615,0.17977808,0.068761595,0.011621785,-0.15244058
38,0.23767026,0.24164438,0.34931308,0.21919557,0.09059391,-0.38192216,-0.1245885,0.2800997,-0.34790388,-0.2216012,0.7272643,-0.5839097,-0.21318175,-0.3987461,0.11935261,0.11029905,-0.13106221,-0.13131657,0.19565782,0.6302945,0.8038532,-0.10753034,0.5642568,0.2622439,0.42792037,0.19351633,-0.02261944,-0.43611503,0.2958335,-0.38159436,-0.07177276,0.32511207,0.14389777,0.07996659,0.110243544,-0.19297275,-0.030025246,-0.1319621,0.36603835,-0.33551872,0.1820555,0.26858228,-0.162082,0.26730847,0.22527193,-0.066751644,0.10583334,0.0989124,0.2767632,-0.10639509,-0.10381755,-0.4941697,0.6972626,-0.14726128,0.20008935,-0.29362297,0.31128725,-0.3037243,-0.10836761,-0.0135799395,-0.4490517,0.08532675,0.002271191,-0.41765898
40,0.295149,-0.54296035,0.80398935,0.054513402,-0.27738166,0.10485708,-0.069629885,-0.26151213,-0.1853133,-0.185615,0.07161492,-0.19754201,-0.653877,-0.30638608,0.24827549,0.26024184,-0.15872301,0.055416264,-0.34148782,0.23776507,0.39523044,0.29456404,0.8556682,-0.31242073,-0.09568867,0.19873752,0.2369237,0.13292423,0.15828528,-0.056100275,0.03143838,-0.069908805,0.2574294,-0.19547425,-0.028718876,0.017818488,-0.35934892,0.21511629,-0.09533154,0.17612652,-0.1811176,-0.16181141,-0.048080564,-0.03385994,0.43213123,-0.15851353,-0.1784678,0.06815524,-0.13909337,0.20183256,-0.033865135,-0.009996257,-0.12678944,0.42586172,-0.5394622,0.20623574,0.08842249,0.12577337,0.2488395,-0.08549846,0.39720872,-0.5211025,-0.05467435,-0.19060208
42,0.7406707,0.11164608,0.044267274,0.013224749,0.83786106,-0.09677329,-0.38247913,-0.33840367,0.11568147,0.12477546,-0.05349923,-0.5943368,0.08365791,0.3948843,-0.034580998,0.2949879,-0.2638107,-0.47149065,-0.16021015,0.271711,0.4462517,0.6324191,-0.004168677,-0.4164888,-0.35914424,0.12719479,-0.1785751,-0.28217366,-0.15132311,-0.19831446,-0.15088563,0.19832833,-0.3898007,0.19392695,-0.27365288,-0.094883926,-0.24764417,0.08984405,-0.37316075,0.5627144,0.35199684,-0.17627862,-0.28684464,0.08154373,0.2379029,-0.42391002,-0.09355805,-0.12893285,0.10997572,0.16543126,0.1378344,-0.13155253,-0.149093,0.2125737,-0.7897441,0.16613644,-0.057101738,-0.42838484,-0.36513668,0.1872698,0.029983154,0.30427852,0.03953271,-0.042974677
43,0.47799593,-0.44993493,0.38198397,0.46586666,0.13752891,0.45683607,-0.0034978553,-0.023806816,0.059823588,-0.572301,0.3867621,-0.12256683,-0.18985055,0.15276934,-0.56427324,0.095113344,-0.17157143,-0.47821623,0.11491736,0.34794196,0.35356405,-0.11940009,0.14527257,-0.86868376,-0.11982299,0.027955446,0.4624979,-0.49620187,-0.33103433,0.24572906,0.44255996,0.14052759,-0.066718295,-0.48049816,-0.15386786,-0.21085005,0.33126733,0.15124147,0.5530231,0.10799682,0.18851349,-0.1815079,-0.14692852,0.2574198,-0.12588805,-0.4929644,-0.25831348,-0.29150137,0.05887259,0.09266113,-0.10354621,0.24732488,0.2312529,1.0708443,0.058705527,0.12826951,0.6213271,0.13646872,-0.002595693,-0.40359497,0.43943992,0.21237426,-0.22930579,0.6231801
52,-0.12292911,0.18086553,0.87040234,0.34633768,0.15547787,-0.7200819,-0.21034582,-0.25156358,-0.51670676,0.0835243,0.67131704,-0.5774965,-0.51609266,-0.43503186,-0.11928496,-0.0968501,0.38291416,-0.2031168,0.074714355,0.4566411,0.297514,0.4926309,0.23366016,0.018888846,-0.0745234,-0.14816113,-0.019832369,0.34966856,-0.07354803,0.3662965,-0.018962722,-0.2988863,-0.124381125,0.2195026,0.16294715,-0.28743324,-0.22653233,0.16264018,-0.28428465,-0.19102266,0.19753307,-0.081590995,-0.5248404,-0.04220713,0.39294392,0.10864719,0.20490608,0.48378554,-0.16422947,0.031616174,0.29675925,0.04671064,0.23655953,-0.027260905,0.33365902,-0.007494759,0.0634391,-0.26751602,-0.31220973,-0.04134705,-0.11248953,-0.4030753,-0.115869984,0.065601006
56,0.43643582,-0.8050287,0.22742042,0.45835644,0.10310416,-0.14046887,0.2651366,0.17936882,0.2932474,-0.1739077,-0.11573596,-0.18425158,-0.24877122,0.06562393,-0.4328315,0.25396508,-0.26783288,0.220032,-0.16423872,-0.19148143,0.37795827,0.520068,0.29794422,-0.4416142,0.53223616,0.59351414,-0.22165033,0.029302515,0.11350396,-0.33429986,-0.02584,0.11017356,-0.10076047,-0.10294989,-0.37184364,0.06099321,-0.38583094,-0.06454301,0.3664202,0.5347367,0.021509249,0.4841191,0.2739377,0.32161775,0.29621717,-0.10019442,-0.26288787,-0.5514814,0.3771986,0.0038684441,0.1267213,0.055151887,0.2779456,0.090750486,0.15090784,0.044559103,0.21182795,0.036348123,0.10707349,-0.3617863,0.18309215,-0.18707393,0.2736807,0.6876201
58,0.08630128,-0.11140503,-0.049055364,0.22704984,0.106838435,-0.072855756,0.3145615,0.6267081,-0.25273585,0.0730273,0.38178828,-0.38546985,0.122702226,0.14137052,-0.5141933,0.6752911,0.1261548,-0.28538173,-0.30833718,0.34617072,0.09844911,-0.062217228,0.26213163,-0.25384483,-0.46424493,0.03310409,-0.114946134,-0.1178199,-0.498247,-0.16365664,-0.8111435,0.17671922,0.24685715,-0.10593503,-0.51147777,0.037848786,0.18989016,0.33226207,0.058874,0.47345173,0.24305993,0.45863438,-0.40148264,-0.06139116,0.07795474,0.37157115,-0.030134508,-0.21311624,-0.0105485255,0.5145982,0.08055125,0.3654349,-0.28255334,0.06836144,-0.060259223,-0.2571549,0.42869538,-0.43531922,-0.3404787,0.16185446,0.12940997,-0.53865933,0.1594908,0.45906377
61,0.12517628,-0.051771715,0.21418996,0.31775168,-0.12623984,0.024062863,-0.2253171,-0.23928261,-0.3106074,0.1545739,0.45817378,-0.61338425,-0.4792844,-0.55987734,-0.0932881,0.027004924,0.5746729,0.123087175,0.51871675,0.55089474,0.46374083,0.17697062,0.08224725,-0.12096869,0.3296525,0.27963638,-0.042627603,0.03580209,-0.25427428,0.21479249,-0.0053619575,0.06834123,0.3272006,0.13497935,0.38559547,0.11739979,-0.17322017,-0.13842882,0.34894565,-0.26133227,-0.18349226,-0.11581992,-0.5442218,0.16645044,0.7003627,-0.0009136889,-0.11564685,0.31866324,0.048774354,0.51465565,0.55674314,0.035762828,0.07472695,-0.008023716,0.12748486,-0.10364094,0.5270148,-0.50112444,0.32567614,-0.0016344169,-0.41305602,-0.18838097,-0.33787134,0.034065407
65,0.1694929,-0.053554416,0.6250509,0.5129876,-0.39389193,-0.5360083,0.5635764,-0.82120633,-0.43362075,-0.52681214,0.36643472,0.28313652,0.073974386,-0.11228504,0.51137316,-0.11457621,-0.05195575,0.22906545,-0.032376923,0.25516284,0.30297416,-0.0048492565,0.062069,-0.142498,-0.19389856,-0.05267548,0.23595335,-0.22311148,-0.2140155,0.35607073,0.21660684,0.08463064,-0.22393705,0.47126633,-0.52033913,0.22224748,-0.07673021,0.25947747,0.5047937,0.08568504,0.35672432,0.16347153,-0.5208561,-0.002386786,0.46205634,-0.23553066,0.12487845,-0.054225024,-0.0784205,-0.02893989,0.6722245,-0.2036855,-0.3863903,-0.097932205,0.0007694912,-0.2818946,0.7695141,-0.049878478,-0.30352667,0.26833612,0.04442945,-0.200828,0.2257688,0.21761476
66,-0.44677424,-0.07480954,0.8650214,0.5714919,0.33856678,-0.48873195,-0.22645615,-0.046393454,-0.44024497,-0.27126408,0.428332,-0.48791745,-0.6110607,-0.30067626,0.1342804,-0.46450737,0.28380015,-0.21717633,-0.012536381,0.6550628,0.12071708,0.34726912,0.42406473,-0.20799729,-0.106869236,-0.05375563,0.13276434,0.096576326,-0.06548266,0.4343416,-0.045056064,0.57690465,0.6450434,-0.21447133,0.16151448,0.10120881,-0.2110047,-0.35463163,0.163308,0.4263134,0.0073725353,0.26014084,-0.4952539,0.21984613,0.22322464,0.15084437,-0.12344427,0.38213718,-0.45813525,0.65514094,0.2354766,-0.15262116,0.027181989,-0.10698326,0.27027586,0.1625256,0.1114498,-0.06970909,-0.4352192,0.2083686,-0.21296993,0.414079,0.037808646,-0.17731217
67,0.29933387,-0.045412783,0.33509043,0.4284717,0.26884112,0.05165865,0.44057626,-0.19474398,-0.4574627,0.12847438,0.12731983,0.007817844,-0.38759768,-0.44075575,-0.7548946,0.4657067,-0.25894225,-0.050957114,-0.27390295,0.0334229,0.08864453,-0.06314812,-0.4272153,0.10727276,-0.038242638,0.7054608,-0.21914871,-0.16203135,-0.048408285,0.34403917,-0.015331675,-0.032815833,-0.39639795,-0.24455053,-0.76921195,0.07054959,0.030325264,0.05379826,0.31202334,0.41362348,0.26807564,0.0033468958,-0.20758742,0.27234635,0.38722974,0.030906552,0.19901666,-0.30250934,-0.006065554,0.0497598,-0.22713137,-0.19909324,0.46973976,0.7331056,-0.29154116,-0.058059115,0.13323985,-0.029339455,0.21589519,0.13750806,-0.3458523,0.1077102,0.11508757,0.5274267
69,-0.12084662,-0.47748888,0.38675478,0.40693945,-0.105891295,0.5121511,0.17525668,-0.14266224,-0.22670549,-0.21136798,-0.26822993,-0.19432849,0.066034205,-0.25946185,-0.2634412,0.10499107,-0.6441617,-0.15455684,-0.11702459,0.30707675,0.11215294,0.5925479,0.71456844,-0.47556403,-0.06672319,0.12252455,0.2298293,-0.27564102,-0.40144587,-0.30813608,0.33639818,0.25711218,0.024396712,-0.17518534,-0.1303448,0.06010329,0.07107634,0.078963704,-0.20259522,-0.11987846,0.19590034,0.19564639,0.075916804,-0.22659343,0.80004644,-0.27200633,0.29892126,-0.31766635,-0.3090009,-0.10308566,0.18723574,-0.057332456,0.06941188,-0.069633074,0.12703525,0.011372851,0.54018545,-0.5416304,-0.20646152,0.2671304,-0.3839029,-0.24352428,0.23487365,0.13482578
73,0.072940245,0.06584028,0.37140244,0.3867107,-0.11865695,-0.5377642,-0.20929731,-0.043854933,-0.3621482,-0.003433889,0.40539968,-0.37395683,-0.5990236,-0.3052622,-0.066680916,0.32445133,0.36322388,0.10009384,0.108680755,0.6703878,0.13012926,0.65685815,0.2941021,-0.29580313,0.34919426,-0.07790342,-0.057827502,0.36401388,-0.15069532,0.16280901,-0.11127113,-0.16554649,-0.09582411,-0.12203225,0.7366398,0.03643607,-0.4826985,-0.42691523,-0.16952176,0.061655864,-0.078836106,0.1838059,-0.5723144,0.12589498,0.51885754,0.31174958,-0.21742287,0.29110405,-0.13302486,0.11590155,0.18943714,-0.26440302,0.28031278,0.10308431,0.409844,-0.10228471,0.3960066,-0.3132916,-0.32610893,0.003977182,-0.28043374,0.12288306,0.38603193,-0.17246807
78,0.17914361,-0.5514807,0.8059487,0.088915706,-0.14900295,0.20132342,-0.014766135,0.109169416,-0.29243582,-0.50664353,0.35431823,-0.16613545,-0.15090203,0.00669321,0.14923818,0.14075756,-0.46045154,-0.28454795,-0.2804247,0.72406846,-0.14318024,0.7628021,0.5069328,-0.11957304,-0.052638687,-0.03818897,-0.0495027,-0.008809701,0.44146836,-0.09916668,0.28100285,0.4302469,-0.43503624,0.12905176,0.20464867,-0.48830712,-0.24622461,0.112032615,0.021517206,-0.10457071,-0.052233666,-0.0025033536,-0.16223697,0.0074584293,0.32050014,0.1649694,0.08347834,-0.1828364,0.49238676,0.2706666,0.0402104,-0.1592198,-0.5238729,0.18036386,-0.026166845,-0.037039235,0.29323372,-0.2999381,-0.18228145,0.118948385,0.45609307,-0.36418703,0.3090637,0.14315379
81,0.33809146,-0.47092617,0.5412545,0.07732159,0.4055762,0.1764945,0.07553141,-0.18341869,0.18094851,0.30187756,-0.14045708,-0.01774295,0.21609972,0.089532934,-0.2913788,0.025782704,-0.46158728,0.43550253,-0.17470537,0.90664953,0.39475536,0.14866532,0.03910384,0.05122414,-0.65309525,0.6445624,-0.535697,-0.26751217,0.100086376,-0.18131429,-0.03076642,0.14545621,-0.1960024,0.08463888,-0.38085696,-0.053331733,0.13604899,0.25413838,0.32127923,0.41781685,-0.26670352,0.14191382,-0.11320972,0.31499588,0.49944195,-0.15334237,-0.035014,0.14629732,-0.064331986,0.32270962,0.10587141,0.25059903,-0.14432193,-0.29267198,-0.17432208,0.021761896,-0.030103195,-0.40451482,-0.29396942,-0.20426679,-0.119879596,0.06127685,0.028323146,-0.16546299
80,0.1763155,-0.06154724,0.33392882,0.26496455,-0.0014504617,-0.3774203,0.4443814,-0.05275338,-0.6340009,-0.17498049,0.048817806,-0.31134513,-0.050316866,-0.037551023,-0.12716368,0.3908632,-0.8198362,0.3569794,0.18083188,0.33246878,0.86986667,0.13615584,0.46971166,0.18783744,0.0037154045,-0.084773764,0.21905386,-0.3642941,0.039386716,0.18682663,0.27724248,0.387585,0.056640774,0.17553076,-0.667186,0.032086823,0.13136679,0.19084816,0.45635837,-0.17656577,0.37565818,0.2799498,0.113708474,0.24321799,-0.00086987176,-0.3138548,0.13254851,0.06931711,0.04400883,-0.09120796,0.08775483,-0.5219066,0.8700333,0.09548699,-0.06756833,-0.2138463,0.3799999,-0.29311365,-0.21031086,0.22845794,0.20165426,-0.16858858,0.28922027,-0.10995608
86,0.29106516,-0.32225928,0.41278884,0.12690942,0.081551634,-0.13558404,0.12508136,0.038165256,-0.21061996,-0.10470237,-0.42593187,-0.044990692,-0.52346,0.28033027,-0.025630482,0.30427432,-0.30817148,-0.15886317,-0.49184313,-0.22867566,0.41107154,0.49219987,-0.2177297,-0.6512275,-0.6249549,0.49256122,0.18249635,0.42615882,-0.29265574,-0.03681924,0.24346444,0.020798663,-0.22506699,0.1902124,-0.013991533,-0.011206197,-0.3873181,0.6241743,0.27171373,0.33094746,0.23603347,0.17823833,-0.098133095,0.05407185,0.22606935,-0.17280635,0.3485186,-0.30855125,-0.15803453,0.00012368712,0.42066255,-0.16723616,0.30367458,0.36055043,-0.057886954,-0.049325857,0.27599517,-0.35964996,-0.05357805,0.14225288,0.25595328,-0.1630705,0.3020025,0.110172205
